,Description
5309,▲미국 뉴욕증시는 19일(현지시간) 빅컷의 금리인하를 단행한 후 첫 거래일을 맞아 급등 장세를 펼치고 있다. 사진은 미국 뉴욕증권거래소의 모습/연합뉴스 제공  미국 뉴욕증시가 금리 '빅컷'(0.5%포인트... 
5310,금리 전격 인하한 제롬 파월 미 연준 의장 [사진출처=연합뉴스] 연합뉴스에 따르면 이번 주(9월 23일~9월 27일) 뉴욕증시는 미국 연방준비제도(Fed·연준)의 금리 인하로 촉발된 강세 흐름을 이어가려 할 것으로 전망된다.... 
5311,"지난 주말 미국증시에서 다우는 1.01%, S&amp;P500은 1.73%, 나스닥은 2.55% 각각 급락했다. 이로써 주간 기준으로 S&amp;P500은 4.3% 하락, 2023년 3월 이후 최악의 한 주를 보냈다. 나스닥은 5.8% 급락, 2022년 이후 최악의 한 주였다.... "
5312,▲미국 뉴욕증시가 19일(현지시간) 금리 빅컷 인하에 크게 반응하며 급등장을 펼쳐 보였다. 사진은 미국 뉴욕증권거래소의 모습/연합뉴스 제공  미국 뉴욕증시가 금리 '빅컷'(0.5%포인트 인하) 단행 후 첫... 
5313,"지난 주말 미국증시가 일제히 급락함에 따라 9일 아시아증시도 모두 급락 출발하고 있으나 비트코인은 2% 가까이 상승, 5만5000달러를 재돌파했다. 9일 오전 9시 30분 현재 글로벌 코인 시황 중계 사이트인... "
5314,보통 기준금리가 낮아지면 미국 증시를 견인하는 기술주와 우량주가 반사이익을 누린다. 이같은 '빅컷' 기대감은 연준의 전 주요인사와 제롬 파월 의장의 전 수석고문 발언이 영향을 미쳤다. 윌리엄 더들리 전... 
5315,"공공뉴스=시카고 김현철 애널리스트 월요일 미국 증시는 상승세로 출발했다. S&amp;P 500과 Dow Jones 산업평균지수는 사상 최고가를 경신했으며, 투자자들은 이번 주 발표되는 경제 지표들을 기다리고 있다. 화요일에는... "
5316,기준금리가 낮아지면 미국 증시를 주도하는 기술주와 우량주도 반사이익을 누린다. 시카고상품거래소(CME) 페드워치툴에 따르면 연방기금금리 선물시장은 9월 FOMC에서 기준금리가 50bp 인하될 확률을 51%로 반영했다.... 
5317,미국 증시가 과대 낙폭 인식으로 반등한 가운데 코스닥도 상승 출발했다. 10일 엠피닥터에 따르면 오전 9시3분 코스닥 지수는 전거래일 대비 4.55포인트(0.64%) 상승한 719.01을 기록하고 있다. 간밤 뉴욕증시는... 
5318,"올해 미국 증시는 이미 강력한 성과를 거두고 있으며 금리 인하에 힘입어 랠리가 계속될 것이란 기대가 크다. 스탠더드앤드푸어스(S&amp;P) 500지수는 장중 5,670.81까지 오르며 간밤 사상 최고치를 경신했다.... "
5319,"미국뉴욕증시 다우산업지수는 20일 16시20분 (현지기준) 38.17 (+0.09%) 상승한 42,063.36으로 장을 마감했다. 나스닥종합지수는 65.66 (-0.36%) 하락한 17,948.32로 장을 마감했다. 일본증시 니케이225는 20일... "
5320,"전문가들은 미국 증시를 짓누르는 두 가지 요인으로 미국 경기 침체 신호, 엔 캐리 트레이드(일본에서 저금리 엔화를 빌려 고금리 국가에 투자하는 것) 청산 우려 등을 꼽고 있다. 이달 들어 나스닥 지수 등 미국 3대... "
5321,나스닥100 이란 미국증시 상장사 중 핵심 기술주 100개를 모아 만든 지수다. PDD(+11.24%) 엔비디아(+3.97%) 넷플릭스(+2.39%) 워너 브로스 디스커버리(+1.96%) 테슬라(+1.71%) 등의 주가가 급등하며 나스닥100을... 
5322,26일(현지 시간) 미국 뉴욕 증시 개장 전 주요 주가지수 선물은 일제히 오름세다. 미국 반도체 기업 마이크론테크놀로지(이하 마이크론)의 실적 호조에 인공지능(AI) 반도체를 둘러싼 낙관론이 강화되며 관련주의... 
5323,미국 뉴욕증시의 3대 지수가 11일(현지시간) 일제히 상승 마감했다. 8월 소비자물가지수(CPI) 발표 후 '빅컷'(금리 0.5%포인트 인하) 기대감 후퇴로 장 초반 하락했던 시장은 엔비디아가 8% 급등하는 등 기술주... 
5324,"미국 뉴욕증시는 연방공개시장위원회(FOMC) 9월 회의 개회일, 미국인의 소비가 한층 더 개선됐음을 시사한 소매판매 지표에 고무돼 우량주 그룹 다우존스30산업평균지수와 대형주 벤치마크... "
5325,기준금리가 낮아지면 미국 증시를 주도하는 기술주와 우량주도 반사이익을 누린다. 시카고상품거래소(CME) 페드워치툴에 따르면 연방기금금리 선물시장은 9월 FOMC에서 기준금리가 50bp 인하될 확률을 51%로... 
5326,기준금리가 낮아지면 미국 증시를 주도하는 기술주와 우량주도 반사이익을 누린다. 시카고상품거래소(CME) 페드워치툴에 따르면 연방기금금리 선물시장은 9월 FOMC에서 기준금리가 50bp 인하될 확률을 51%로... 
5327,"미국증시, 뉴욕증시, 나스닥 선물, 다우 지수, 주가, 증시현황, 증시전망 06일 (미국 현지시간) 10시 기준 나스닥 종합 지수는 현재 16948.07 포인트로 전일대비 179.59 포인트 하락하여 등락률 -1.05% 를... "
5328,▲미국 뉴욕증시가 17일(현지시간) 견조한 소비지표를 바탕으로 탄탄한 상승세를 보이고 있다. 뉴욕증권거래소(NYSE) 입회장에서 트레이더들이 업무를 처리하는 모습/연합뉴스 제공  미국 뉴욕증시가 금리... 
5329,"한편, 미국뉴욕증시 다우산업지수는 20일 09시 47분 (현지기준) 91.21 (-0.22%) 하락한 41,933.98로 장을 시작했다. 나스닥종합지수는 19.03 (-0.11%) 하락한 17,994.95로 장을 시작했다. 유럽증시 영국과 프랑스... "
5330,김민정 특파원 = 미국 뉴욕증시에서 주요 지수가 19일(현지시간) 일제히 큰 폭의 강세로 마감했다. 전날 연방준비제도(Fed)의 '빅컷' 이후 시장에서는 미국 경제가 연착륙에 성공할 것이라는 기대가 부각됐다.... 
5331,경기 침체에 빠진 중국이 시중 유동성 공급과 정책금리 인하를 포함한 대규모 경기 부양책을 발표한 점도 호재로 작용했다. 미국 증시에 상장된 중국 기업의 주가도 상승세를 나타냈다. 포춘코리아 김다린 기자
5332,"알고리즘 매매가 미국 증시 흐름의 80%를 좌우한다고 한다. 어떤 조건이면 어떻게 움직이라는 코딩이 들어가 있다. 그러다 보니 특정 지수가 나빠지거나 이벤트가 터지게 되면 자금이 쏠리게 되고, 변동폭이 많이 커진 것... "
5333,미국 증시가 연방준비제도(Fedㆍ연준)의 금리 인하 단행 후 반도체와 전기차 중심으로 반등하면서 국내 증시에도 긍정적인 영향을 미칠 전망이다. 김지원 KB증권 연구원은 20일 &quot;연준 빅컷에 경기 침체와 고용... 
5334,25일(현지 시간) 미국 뉴욕 증시 개장 전 주요 주가지수 선물은 일제히 내림세다. 미 경제 연착륙 기대에 전날 스탠더드앤드푸어스(S&amp;P)500과 다우존스가 또다시 신고가를 갈아치우는 등 이어진 랠리에 이날 시장이 숨... 
5335,24일(현지시간) 미국 뉴욕증시가 지표 부진에 따른 경기침체 우려와 연방준비제도(연준·Fed)의 '빅컷(기준금리 0.50%p 인하)' 기대감이 충돌하며 강보합으로 마감했다. 뉴욕증권거래소(NYSE)에 따르면 30개 우량종목... 
5336,"현재 환율은 달러당 1332.0원이며, 이날 기준 미국 증시 상위 20개 종목에 대한 보관금액 총액은 73조 9,592억원으로 이전 집계일 대비 186억원 감소했다. 서학개미들이 많이 투자한... "
5337,"미국 증시에서는 이번 주 초 S&amp;P 500 지수가 0.3% 상승하며 지난주 사상 최고치에 근접했다. 미국 경제활동은 9월 초 다소 둔화된 모습을 보였지만, 가격 상승 지표가 6개월 만에 최고치를 기록해 연준의 점진적 긴축... "
5338,27일(현지 시간) 미국 뉴욕 증시 개장 전 주요 주가지수 선물은 보합권에 머물고 있다. 미 연방준비제도(연준)가 가장 주시하는 인플레이션 지표인 개인소비지출(PCE) 물가지수 발표를 앞둔 경계심 속에 시장은 숨... 
5339,기준금리가 낮아지면 미국 증시를 주도하는 기술주와 우량주도 반사이익을 누린다. 시카고상품거래소(CME) 페드워치툴에 따르면 연방기금금리 선물시장은 9월 FOMC에서 기준금리가 50bp 인하될 확률을 51%로... 
5340,코인 전문매체 코인데스크는 &quot;비트코인이 미국 증시의 상승세와 함께 나타나고 있다&quot;면서 &quot; 뉴욕증시에서도 나스닥과 스탠더드 앤드 푸어스(S&amp;P) 500 지수는 모두 1.16% 상승했다&quot;고 분석했다. 뉴욕 증시는 11일... 
5341,"추석에도 열리는 미국증시…엔비디아, 추석선물 될까 추석연휴 기간 국내 증시는 휴장이지만, 미국 증시는 개장한다. 인공지능(AI) 대장주인 엔비디아 등을 장바구니에 담은 서학개미들은 올해 추석선물을... "
5342,"미국증시에서도 소프트웨어와 제약·바이오를 비롯해 미디어, 원자재, 자본재 업종을 추천했다. 최근 시장 우려가 커지고 있는 미국 경기 침체 우려에 대해서는 &quot;미국 고용시장은 아직 침체 증거가 불충분하다&quot;며... "
5343,"한편 미국 증시는 하락으로 마감했다. 뉴욕증시에서 다우존스30 산업평균지수는 전장보다 103.08포인트(-0.25%) 내린 41,503.10에 거래를 마쳤다. 스탠더드앤드푸어스(S&amp;P) 500 지수는 전장보다 16.32포인트(-0.29... "
5344,"그는 &quot;4월 기준 10년간 코스피와 일본, 미국 증시 수익률을 비교해 보면 코스피는 한 30% 올랐으나 SK하이닉스, 삼성전자 등 큰 기업들을 빼고 순수 한국 기업으로 보면 3% 성장했다&quot;며 &quot;이를 외국인 투자자 관점에서 달러로... "
5345,"김석환 미래에셋증권 연구원은 &quot;미국 증시는 에너지 산업 성장 둔화 우려가 나타났지만, 엔비디아 등 대형 기술주의 상승에 낙폭을 크게 회복했다&quot;며 &quot;오늘 미국 대선 토론과 CPI 발표를 주목한다&quot;고 했다. [영상... "
5346,김민정 특파원 = 16일(현지시간) 미국 뉴욕증시 개장 전 주요 주가지수가 보합권에서 혼조세를 보이고 있다. 미 연방준비제도(Fed)의 이번 주 금리 인하 폭에 주목하는 시장에서는 금리 결정 발표까지 관망세가... 
5347,미국 증시가 애플에 대한 실망감과 금리인하 기대감이 교차하면서 다우종합지수는 오르고 나스닥종합지수는 내리는 혼조세로 마감했습니다. 미국 뉴욕증권거래소에서 다우존스30산업평균지수는 전장보다 228.... 
5348,SK하이닉스는 2.88%(4500원) 내린 15만1900원을 기록 중이다. 지난 6일(현지 시각) 나스닥이 2.6% 떨어지는 등 미국 증시가 하락한 여파가 이날 국내 증시에 미친 것으로 풀이된다.
5349,불확실성 증가로 미국증시가 일제히 급락하자 비트코인도 5% 이상 급락하고 있다. 7일 오전 6시 20분 현재 글로벌 코인 시황 중계사이트인 코인마켓캡에서 비트코인은 24시간 전보다 5.24% 급락한 5만3176달러를... 
5350,"지난달 고용보고서가 엇갈리게 나오자 불확실성이 증대하면서 미국증시가 일제히 1% 이상 하락했다. 특히 기술주 매도세가 나오면서 나스닥은 2% 이상 급락했다. 6일(현지시간) 뉴욕증시에서 다우는 1.01%, S&amp;P500은 1.73... "
5351,"미국증시는 연준의 빅컷이 하루 늦게 반영되며 일제히 랠리했다. 다우와 S&amp;P500은 또다시 사상 최고치를 경신했다. 특히 다우는 사상 최초로 4만2000 포인트를 돌파했다. 이날 뉴욕증시에서 다우는 1.26%, S&amp;P500은 1.70... "
5352,8월 소비자물가지수(CPI) 발표 이후 미국 증시가 약세 출발했으나 엔비디아 등을 중심으로 반도체 업종의 투심이 개선되며 반등했다. 국내 증시도 이에 영향을 받아 CPI 결과를 소화하며 상승 출발할 것이라는 전망이... 
5353,"미국 연방준비제도(Fed·연준)가 기준금리 인하를 단행한 18일(현지시간) 미국 증시는 변동성 장세에서 하락 마감했고, 국채 가격은 약세를 보였다. 이날 연준의 금리인하 결정 직후 다우존스산업평균과... "
5354,"박 센터장은 이 같은 질문에 &quot;미국 증시 반등하면서 한국 증시도 회복세를 탈 것&quot;으로 전망했다. 그는 &quot;기준금리 인하는 한국이 상대적으로 보수적으로 진행될 것인 만큼, 한국의 금리인하에 따른 직접적인 수혜는 크지... "
5355,▲미국 뉴욕증시가 17일(현지시간) 오후 들어 매물이 급증하며 3대 지수가 일제히 하락 반전했다. 사진은 뉴욕증권거래소의 트레이더들 모습/연합뉴스 제공  미국 뉴욕증시가 오전까지만 해도 사상 최고치를... 
5356,미국 뉴욕증시는 23일(현지시간) 상승했다. 사진은 뉴욕증시 중개인들이 주가 상승에 밝은 표정으로 매매전략을 논의하고 있는 모습. [뉴욕=AP/뉴시스 자료사진] 미국 뉴욕증시는 23일(현지시간) 빅컷(0.5%포인트... 
5357,미국 뉴욕증시에서 엔비디아 테슬라 애플등이 폭발하고 있다. 연준 FOMC 빅컷 금리인하가능성이 제기되면서 AI 반도체 부활하고 있다. 뉴욕증시는 저가매수 유입에 반등 마감했다. 다우지수는 1.2%↑ 올랐다.... 
5358,지난밤 미국 증시가 사상 최고치를 기록하는 등 투자심리가 살아나 코스피가 상승 출발했다. 20일 연합인포맥스 신주식종합(화면번호 3536)에 따르면 오전 9시 3분 코스피가 전 거래일보다 32.48포인트(1.26... 
5359,"현재 환율은 달러당 1332.0원이며, 이날 기준 미국 증시 상위 20개 종목에 대한 보관금액 총액은 74조 9,405억원으로 이전 집계일 대비 2,648억원 증가했다. 서학개미들이 많이 투자한... "
5360,김민정 특파원 = 미국 뉴욕증시에서 주요 지수가 12일(현지시간) 일제히 상승 마감했다. 지난달 인플레이션 완화를 확인한 시장에서는 연방준비제도(Fed)의 금리 인하를 확신하며 대형 기술주 매수세가 이어졌다.... 
